i,GM_RAS,units
7456,-125785.734353002,0
7457,0,0
7458,-51966.1459538748,0
7463,45558.8019734434,0
7464,15518.1977754175,0
7465,28260.7864256839,0
7466,21853.4424452526,0
7467,72039.7706267854,0
7468,54741.7550790258,0
7469,4555.42689749313,0
7470,23633.2602175946,0
7471,84782.3592770518,0
7472,73819.5883991274,0
7473,19081.8773896929,0
7474,6563.61891975423,0
7476,17526.3897976786,0
7477,111263.327930394,0
7478,44228.7748071098,0
7479,27423.8739966259,0
7480,10618.9731861419,0
7481,-5120.64094536487,0
7482,-11306.5685697069,0
7483,-10241.2818907297,0
7485,73061.7331744954,0
7486,-59156.3031317949,0
7487,0,0
7489,-43489.9186595388,0
7490,-10962.7708779244,0
7493,-3444.58833785467,0
7497,17526.3897976786,0
7498,7409.45724108588,0
7499,-7438.62468346088,0
7500,7409.45724108588,0
7501,28973.8341447759,0
7502,-3914.47848899735,0
7503,-3914.47848899735,0
7506,32497.9803392394,0
7507,36383.2913858618,0
7508,-390.332294533844,0
7509,-51305.8090230132,0
7510,-10962.7708779244,0
7511,-25478.8553926873,0
7512,228580.386187361,106
7513,-42099.6714795611,0
7514,-101376.285311859,0
7515,-17609.3134684139,0
7516,7459.94681365124,0
7517,813.404223161691,0
7518,-46921.5364602936,0
7519,-46921.5364602936,0
7520,-25501.6313977424,0
7522,-10962.7708779244,0
7523,5202.89808821701,0
7524,-32074.9084106115,0
7525,-29777.754879234,0
7526,24368.9846832806,0
7527,1848.52840963213,0
7528,-67824.0663049704,0
7529,-19106.6941842537,0
7530,5637.69514319027,0
7531,-85509.3694834031,0
7532,-25480.5276081436,0
7533,7237.65075411156,0
7534,36400.8432640719,0
7535,-38537.5014805952,0
7536,7237.65075411156,0
7537,-23874.3679643254,0
7538,23001.9119360307,0
7539,72852.7551584914,0
7540,-6407.34398043127,0
7541,39151.4579930122,0
7542,0,0
7543,62856.817521203,0
7544,-73891.6877097236,0
7548,43778.9842011014,0
7549,45558.8019734434,0
7550,-17370.1148583557,0
7551,167784.900781762,0
7552,54741.7550790258,0
7553,-4627.52620808929,0
7554,15518.1977754175,0
7555,10890.6715673282,0
7556,73819.5883991274,0
7557,72813.080220854,0
7558,7383.90115181141,0
7559,28489.160675603,0
7561,5498.33224077709,0
7562,123933.817270064,0
7563,67219.6032419358,0
7564,45294.061486087,0
7565,17526.3897976786,0
7566,-343.7976917825,0
7567,10618.9731861419,0
7568,-5120.64094536487,0
7569,5842.12993255953,0
7571,33609.8016209679,0
7572,-28690.4160146408,0
7573,-39651.1547640043,0
7574,-21925.5417558488,0
7575,953.392728666553,3
7578,-113123.162475742,0
7583,10933.6034355494,0
7584,-29364.1664393097,0
7585,-25478.8553926873,0
7586,-3914.47848899735,0
7587,-21954.7091982238,0
7589,18011.0632668515,0
7590,-21954.7091982238,0
7591,10933.6034355494,0
7592,-14516.0845147629,0
7593,-10991.9383202994,0
7594,19182.502521991,0
7595,-81204.9978727542,0
7597,111823.081718355,13
7598,8749.82185809271,4
7599,3435.68818767279,0
7600,-15784.635858657,0
7601,-23750.2193656058,0
7602,-1751.41203213658,0
7603,-64530.8499287075,0
7604,-53568.0790507831,0
7606,-36464.4022756668,0
7607,-43037.6792885359,0
7608,6140.90589719187,0
7609,-32888.3126337732,0
7610,7086.1345638489,0
7611,-19121.2313371094,0
7612,10649.3402547775,0
7613,24430.9587042971,0
7614,-11276.2015010713,0
7615,-313.430623146909,0
7616,-57632.7019612172,0
7617,-21925.5417558488,0
7618,72801.6865281439,0
7619,-38537.5014805952,0
7620,-16611.9597247464,0
7621,-12381.6132624447,0
7622,-49798.3801019689,0
7623,-20226.2645615817,0
7624,67699.3734677024,0
7625,48052.2987456187,0
7627,-4821.86498073253,0
7628,95673.03084438,0
7632,26480.9686533419,0
7633,4555.42689749313,0
7636,145859.359025913,0
7637,15518.1977754175,0
7639,15518.1977754175,0
7640,-15590.2970860137,0
7641,73819.5883991274,0
7642,73819.5883991274,0
7643,45631.9596932768,0
7644,34382.4526950997,0
7645,28489.160675603,0
7646,-11306.5685697069,0
7647,-12742.5886502664,0
7649,34331.2906081626,0
7650,50414.7024314518,0
7651,33609.8016209679,0
7652,-343.7976917825,0
7653,-5120.64094536487,0
7654,721.488987194665,0
7655,50414.7024314518,0
7657,-5120.64094536487,0
7658,-18363.6149127411,0
7659,-10962.7708779244,0
7660,-25616.5969717606,0
7661,-86950.6698767026,0
7662,-14990.5133153747,0
7663,-32888.3126337732,0
7665,-306095.591408299,0
7667,-3914.47848899735,0
7668,18011.0632668515,0
7669,-14877.2493669218,0
7670,-21954.7091982238,0
7673,-21954.7091982238,0
7674,28973.8341447759,0
7675,-14877.2493669218,0
7676,-14877.2493669218,0
7677,7048.29238892705,0
7678,-14877.2493669218,0
7679,-115824.078002007,0
7680,203053.816314179,0
7681,-9161.20916921007,0
7682,-9498.92181275161,0
7683,-7892.31792932848,0
7684,-5327.50167403015,0
7685,-34639.7246659098,0
7686,-6140.90589719187,0
7687,-26820.6723142017,0
7688,-75061.2496909546,0
7689,-30323.4963784749,0
7690,-11468.407571222,0
7691,-4791.25240553412,0
7692,10392.4064460403,0
7694,24430.9587042971,0
7695,2818.84757159514,0
7697,27563.2368990391,0
7698,46356.5004601459,0
7699,24744.3893274439,0
7700,-47393.1370055177,0
7701,-31299.6804605741,0
7702,-27574.7306026708,0
7703,-21925.5417558488,0
7704,21752.9188147694,0
7705,-114725.540362045,0
7706,23624.8189501159,0
7707,36391.3421974826,0
7708,20173.2259144503,0
7717,12670.4893396702,0
7718,26480.9686533419,0
7720,73819.5883991274,0
7721,6335.24466983511,0
7722,12670.4893396702,0
7723,34596.031095519,0
7724,84782.3592770518,0
7725,73819.5883991274,0
7726,70811.646955826,0
7727,56256.8323640114,0
7728,377.691295412194,0
7729,22303.233051261,0
7730,-10962.7708779244,0
7731,10618.9731861419,0
7732,721.488987194665,0
7733,10618.9731861419,0
7734,-27046.1827012137,0
7735,11684.2598651191,0
7736,16461.1031187015,0
7737,-5464.43863714737,0
7738,22647.0307430435,0
7739,50070.9047396694,0
7740,-33232.1103255557,0
7741,21029.1938947601,5
7742,-10962.7708779244,0
7743,51840.0816300006,27
7744,-32095.0683900831,0
7745,-10962.7708779244,0
7746,16461.1031187015,0
7747,-36441.6262706117,0
7748,-36441.6262706117,0
7749,21896.3743134738,0
7754,-10991.9383202994,0
7755,-25478.8553926873,0
7756,-21954.7091982238,0
7757,10572.4385833906,0
7758,8221.94998548238,0
7759,-127380.141609336,0
7760,-146717.470257715,0
7761,-57524.1838958818,0
7762,-24995.9947044447,0
7763,-46921.5364602936,0
7764,6140.90589719187,0
7765,-29891.1252627977,0
7766,-4821.86498073253,0
7767,-10149.3666547627,0
7770,23402.9728143776,0
7771,2505.41694844823,0
7772,63270.3971044074,0
7773,24430.9587042971,0
7774,-32888.3126337732,0
7776,88014.7864318514,0
7777,-88328.2170549983,0
7778,16600.4660211147,0
7779,46356.5004601459,0
7780,-48521.6843296868,0
7781,-70650.0327639284,0
7782,-10962.7708779244,0
7783,-91673.2170359847,0
7784,-94663.6035979515,0
7785,-43851.0835116976,0
7786,-25546.3989462363,0
7787,-15429.0150541853,0
7788,12993.0534033271,0
7789,-1447.66937029219,0
7798,-43851.0835116976,0
7802,83002.5415047098,0
7803,73819.5883991274,0
7804,73819.5883991274,0
7805,87240.7714236891,0
7806,130219.899550372,0
7807,57051.9923370443,0
7808,33330.6611481564,0
7809,-32888.3126337732,0
7810,5842.12993255953,0
7811,-27046.1827012137,0
7812,-27046.1827012137,0
7813,-16083.4118232893,0
7814,16461.1031187015,0
7815,-5464.43863714737,0
7816,-11306.5685697069,0
7817,-27046.1827012137,0
7818,377.691295412194,0
7819,-100451.713567492,0
7820,-46647.7865668918,0
7821,0,0
7822,-10962.7708779244,0
7823,-10962.7708779244,0
7824,5498.33224077709,0
7825,-83576.018908495,0
7829,-10991.9383202994,0
7830,-21954.7091982238,0
7831,10933.6034355494,0
7832,28973.8341447759,0
7833,28973.8341447759,0
7835,43460.7512171637,0
7836,-29.1674423749791,0
7837,-80058.4204565807,0
7838,-21925.5417558488,0
7840,-33648.2504188521,0
7841,26454.1331545746,10
7842,0,0
7843,-48746.2140700506,0
7844,-58389.9440315156,0
7845,-42605.3081728587,0
7846,-47427.1731535912,0
7848,-3070.45294859594,0
7849,15504.1414506672,0
7850,16600.4660211147,0
7851,24430.9587042971,0
7852,13468.1878263726,0
7853,-21925.5417558488,0
7854,-93339.8621665855,0
7855,-255587.816580769,0
7856,-247443.893274439,0
7857,27249.8062758921,0
7858,73919.7373591849,0
7859,0,0
7860,-25253.4112001909,0
7861,-3327.86944434203,0
7862,-38508.0242582687,0
7863,-34788.2528545942,0
7864,0,0
7865,-14357.8150607535,0
7866,-32888.3126337732,0
7867,47038.153235999,0
7868,-30209.1943119686,0
7870,-12742.5886502664,0
7871,-32888.3126337732,0
7882,73819.5883991274,0
7883,73819.5883991274,0
7884,134331.457899249,0
7885,224028.631392878,0
7886,202103.089637029,0
7887,208179.392901004,0
7889,-28111.4693801908,0
7890,16804.9008104839,0
7892,173891.138037399,0
7893,6563.61891975423,0
7894,11340.4621733366,0
7895,-11306.5685697069,0
7896,16804.9008104839,0
7897,5498.33224077709,0
7898,-66498.1142547411,0
7899,-83646.8127570075,0
7901,22178.9479855981,0
7905,43460.7512171637,0
7906,43460.7512171637,0
7907,-29.1674423749791,0
7908,-3914.47848899735,0
7909,18011.0632668515,0
7910,7048.29238892705,0
7911,21896.3743134738,0
7912,18011.0632668515,0
7913,7409.45724108588,0
7914,-184044.780182648,0
7915,0,0
7916,66569.1172347207,24
7917,-30323.4963784749,0
7918,-90059.1431094183,0
7919,46968.6057490998,19
7920,174510.340429505,28
7921,-10962.7708779244,0
7922,0,0
7923,-42330.9874049922,0
7924,-44725.7808315213,0
7925,-257302.066495759,0
7926,-396473.042561743,0
7927,-140089.861530245,0
7929,-21925.5417558488,0
7930,-42320.5964141951,0
7931,24157.1496552273,21
7932,-21925.5417558488,0
7937,-37888.302337352,0
7938,0,0
7939,-32707.1056369108,0
7941,-38813.6299718233,0
7942,-27850.8590938989,0
7943,-16888.0882159745,0
7944,-56143.5005261248,0
7945,-31213.3125708289,0
7948,-38994.8369686857,0
7949,-64425.5101711012,0
7950,-77641.254715517,0
7951,-88240.11120563,0
7952,3745.27949163644,0
7953,-49776.4008497477,0
7954,-29101.1368857995,0
7955,8643.42229098571,0
7956,-7356.80212681298,0
7957,-13463.3264617255,0
7958,-31717.470160312,0
7959,-33957.3834288114,0
7960,-5925.31733805008,0
7961,3450.80466892084,0
7962,-26254.0411553743,0
7963,8462.21529412334,0
7964,-2500.55558380106,0
7965,-26898.8332992868,0
7966,9002.03194448882,0
7967,-3914.47848899735,0
7968,10572.4385833906,0
7969,46984.8974116273,0
7971,14096.5847778541,0
7972,-390.332294533844,0
7973,-29.1674423749791,0
7974,18011.0632668515,0
7975,-14877.2493669218,0
7978,-34138.5904256738,0
7980,-51566.6237171012,0
7981,-21925.5417558488,0
7982,-10962.7708779244,0
7985,-10962.7708779244,0
7986,-32888.3126337732,0
7987,-19624.7784406145,0
7988,-21925.5417558488,0
7989,-21925.5417558488,0
7990,-15784.635858657,0
7991,813.404223161691,0
7992,-3502.82406427315,0
7993,-49991.9894088895,0
7994,-52249.0381343237,0
7995,-21404.9965811177,0
7996,-15771.5074183149,0
7998,-43851.0835116976,0
8000,-92071.6585641217,0
8001,-89404.8890390058,0
8002,-27710.3342866303,0
8004,-71312.0007494212,0
8005,-73725.1153571587,0
8006,-3310.46065838867,0
8007,-47146.153801207,0
8008,-2778.42486353694,0
8009,-21925.5417558488,0
8010,-50347.6102133612,0
8011,-67244.6176505876,0
8012,-13666.4984566246,0
8013,-11468.407571222,0
8014,-100372.656363065,0
8015,-62928.9168317992,0
8016,0,0
8018,-56521.5728513678,0
8019,-100372.656363065,0
8020,-34668.1304061152,0
8022,-23705.3595281908,0
8026,84782.3592770518,0
8028,58173.5228337805,0
8029,202060.097724269,0
8030,136223.065434376,0
8031,158148.607190225,0
8032,186884.099600246,0
8033,-51966.1459538748,0
8034,5498.33224077709,0
8035,10618.9731861419,0
8040,377.691295412194,0
8041,10618.9731861419,0
8042,-43851.0835116976,0
8043,27423.8739966259,0
8044,34331.2906081626,0
8045,-66574.9086249596,0
8046,32257.4999550639,0
8047,-127689.534109757,0
8048,-1198.42316503311,0
8049,43460.7512171637,0
8050,32497.9803392394,0
8051,10933.6034355494,0
8052,7048.29238892705,0
8053,-3553.31363683852,0
8059,-32173.2712535347,0
8060,-28066.4476530407,0
8061,-42099.6714795611,0
8062,-23750.2193656058,0
8063,-26747.4067365814,0
8064,-53568.0790507831,0
8065,-17609.3134684139,0
8067,-39003.2530419675,0
8068,-5754.70664666881,0
8070,16197.6746283875,0
8071,-19308.0898806173,0
8074,-138281.016017827,0
8075,-70092.3984309387,0
8076,-61089.1109796953,0
8077,-35294.1740328392,0
8078,87879.6546348621,0
8079,1945.62525207337,0
8080,-5549.83703639347,0
8081,-43851.0835116976,0
8082,-5934.23655930203,0
8083,0,0
8084,41786.0655766016,0
8085,-8397.9546226261,0
8086,-119135.682118659,0
8089,0,0
8090,-124005.91658066,0
8091,-185155.015640117,0
8092,-113043.145702736,0
8093,-97524.9479273182,0
8100,112224.414946509,0
8101,224028.631392878,0
8102,219772.41223402,0
8103,219772.41223402,0
8104,202103.089637029,0
8105,-10962.7708779244,0
8106,39451.9315535274,0
8107,11684.2598651191,0
8113,-5464.43863714737,0
8114,-21925.5417558488,0
8115,-21925.5417558488,0
8116,5842.12993255953,0
8117,28145.3629838206,0
8118,-46166.239376185,0
8119,62089.4781578919,0
8120,-191809.580620475,0
8121,46923.1257865442,0
8122,72405.4179195646,0
8123,57557.3359950179,0
8124,-14877.2493669218,0
8128,-25478.8553926873,0
8129,-32888.3126337732,0
8131,-85854.59696726,0
8132,-5426.70199401335,0
8133,-32272.1310853407,0
8134,-29817.8596851773,0
8135,-34207.3535502325,0
8136,-30323.4963784749,0
8137,-41286.2672563993,0
8138,-17103.6767751163,0
8139,-46921.5364602936,0
8140,-42734.4412214442,0
8141,-15502.5037380656,0
8142,-33750.9273432017,0
8143,-19308.0898806173,0
8144,-4808.73654039047,0
8145,6154.03433753393,0
8148,-48166.8566750899,0
8149,-120033.583263118,0
8150,-26871.2167028229,0
8151,-45294.1576049786,0
8154,-80549.9888139163,0
8155,-32888.3126337732,0
8156,-100929.417322762,0
8157,-49785.3200709996,0
8158,-5842.67538111078,0
8159,-25501.6313977424,0
8160,-171184.004016208,0
8161,-65631.688823355,0
8163,-62928.9168317992,0
8164,-100372.656363065,0
8165,-185155.015640117,0
8166,-154046.520778686,0
8171,41665.4533971508,0
8172,25415.3210822489,0
8173,21634.291889641,0
8174,90962.0703286059,0
8175,224028.631392878,0
8176,186884.099600246,0
8177,48314.1005407682,0
8178,213065.860514953,0
8179,4430.91555387227,0
8180,9756.0427411244,0
8188,-11306.5685697069,0
8189,-28111.4693801908,0
8190,-16083.4118232893,0
8191,-66841.9119465236,0
8192,-61587.366170696,0
8194,121423.126549235,0
8195,-31972.4694728071,0
8196,-101667.905819098,0
8197,104932.565701179,0
8198,50479.8761637158,0
8199,61471.8144840153,0
8205,0,0
8206,-11844.6582999071,0
8207,39704.4429862588,6
8208,65624.0964360866,19
8209,53006.208888103,10
8210,-8760.04266127135,0
8211,-80937.1919001771,0
8213,0,0
8214,-48903.0374687786,0
8215,-5327.50167403015,0
8216,-46108.1322371318,0
8217,-49991.9894088895,0
8218,-61460.3969801115,0
8219,-29817.8596851773,0
8221,-32515.0607665922,0
8222,2483.31221849639,0
8223,-30694.3978936466,0
8224,-19308.0898806173,0
8225,2617.45187523153,0
8226,13580.2227531559,0
8231,25710.1632821642,0
8232,-72836.6006887546,0
8233,50006.3752367259,0
8234,-37189.0709217026,0
8235,-16897.0074372264,0
8236,562.290142361511,0
8238,-109043.968679538,0
8239,-45937.8569283983,0
8241,-58580.0018798985,0
8242,-45630.9012840396,0
8243,-91189.7032574831,0
8246,-80226.9323795587,0
8247,29263.30591649,0
8248,2042.17638291282,0
8249,-29556.2506484953,0
8250,23084.2632197199,0
8251,-28976.8899165598,0
8252,-28269.5619975853,0
8253,66758.5829484323,0
8254,136223.065434376,0
8255,37247.9307277375,0
8256,186884.099600246,0
8257,-32888.3126337732,0
8259,15239.514317929,0
8261,-32888.3126337732,0
8266,-17148.6985022664,0
8268,94643.4772385617,0
8269,-6185.92762434202,0
8270,-66702.7191280674,0
8272,175921.328722322,0
8273,-269589.187172306,0
8274,103668.819781794,0
8275,28583.5018502421,0
8282,0,0
8283,-10962.7708779244,0
8284,-82066.3460067791,0
8285,-63368.4913634643,0
8286,-72804.8439635129,0
8287,-44814.2602930458,0
8288,-29351.5882977767,0
8289,-10962.7708779244,0
8290,-58723.577494514,0
8291,-10962.7708779244,0
8293,-23734.2357133182,0
8294,-32888.3126337732,0
8295,-5327.50167403015,0
8296,-12281.8117943837,0
8300,-9232.67122203083,0
8301,-19308.0898806173,0
8302,13580.2227531559,0
8303,-30270.8607585417,0
8304,-51277.2719273196,0
8306,-18388.9592935464,0
8307,-7426.18841562203,0
8310,-28326.2540527664,0
8311,2088.24797438912,0
8312,-42416.4113995508,0
8313,33106.7456451059,0
8315,-10962.7708779244,0
8316,-5934.23655930203,0
8317,-43851.0835116976,0
8318,-39384.8393354368,0
8320,-4981.62164124034,0
8321,-10702.8185386817,0
8322,-26779.2580704184,0
8323,-26434.9784023147,0
8324,-145248.824410399,0
8327,94677.6361085,0
8330,-18593.4797705709,0
8331,-20766.8202919777,0
8332,24709.2925034055,0
8333,72258.9418823421,0
8334,180074.148946074,0
8335,164855.158909291,0
8336,120900.676462487,0
8337,-78769.6786708735,0
8338,76946.1940156835,0
8339,55009.5569216266,0
8340,36023.5213247378,0
8348,16804.9008104839,0
8349,-16083.4118232893,0
8350,-43161.5651568559,0
8351,59276.8714186926,0
8352,-115141.991272093,0
8354,-25478.8553926873,0
8355,54033.1898005543,0
8356,57918.5008471768,0
8357,39907.4375803253,0
8360,-132464.596553897,0
8361,-13566.5238580873,0
8362,-31976.2066495651,0
8363,7415.38315207741,0
8364,3713.02327096394,0
8365,-25462.2660918453,0
8367,-5904.95073835403,0
8368,-10962.7708779244,0
8370,-2563.86112975809,0
8371,-9208.81340797571,0
8372,-31642.5372949343,0
8373,6140.90589719187,0
8374,-55319.4910829196,0
8375,3070.45294859594,0
8376,-10998.0263324209,0
8377,-64717.6841913578,0
8378,-7426.18841562203,0
8381,-4808.73654039047,0
8383,-21925.5417558488,0
8384,-10962.7708779244,0
8385,-21925.5417558488,0
8386,-15395.5728472277,0
8387,182887.399617558,0
8388,-13427.9161289064,0
8389,-34775.7698149998,0
8390,-42023.6935746483,0
8392,-49785.4927979578,0
8393,-10962.7708779244,0
8394,-67806.9077929491,0
8396,-34918.5951591759,0
8398,40665.5926931489,8
8399,-46426.67897584,0
8400,-90598.9706830729,0
8403,23084.2632197199,0
8405,-7630.70889264651,0
8406,14874.1935951379,0
8407,14874.1935951379,0
8408,30778.0737366299,0
8409,71290.0279032691,0
8410,2843.0491746614,0
8411,76946.1940156835,0
8412,37247.9307277375,0
8413,-166066.166568813,0
8414,87908.9648936079,0
8415,4359.61809396427,0
8416,55009.1456017206,0
8417,24663.6288604302,0
8418,34331.2906081626,0
8419,-32888.3126337732,0
8420,-43851.0835116976,0
8424,-21925.5417558488,0
8427,65983.423137759,0
8428,2385.00985678361,0
8429,-42967.7749302365,0
8430,14457.749630013,0
8431,94222.4076971065,0
8432,-49776.1560920125,0
8433,20186.9320803237,0
8436,-10962.7708779244,0
8437,-155575.306818452,0
8438,-96575.2033224165,0
8439,-32888.3126337732,0
8443,-57886.8075789141,0
8444,37946.387060282,8
8445,-73093.1436158392,0
8446,-10962.7708779244,0
8447,0,0
8449,-38834.2804129489,0
8450,-14027.1733305986,0
8451,-30323.4963784749,0
8452,-37710.1776145058,0
8453,-24182.590481283,0
8454,-32228.7745184529,0
8455,-42931.9529246268,0
8456,-53894.7238025512,0
8459,-51277.2719273196,0
8460,-10962.7708779244,0
8461,-21925.5417558488,0
8462,-46468.5353869292,0
8465,57391.9083360168,0
8466,-28944.080232202,0
8467,-32888.3126337732,0
8469,0,0
8470,-10962.7708779244,0
8471,-104193.495335166,0
8472,-86734.1977555782,0
8473,-115156.266213091,0
8474,-104665.344124176,0
8475,25527.4244883555,4
8476,-63605.801788491,0
8477,-56551.9365854286,0
8480,-79056.839073213,0
8481,-11542.1316098599,0
8483,28733.7681327399,0
8484,-7051.34816071094,0
8485,13280.2138056666,0
8486,16032.9150590089,0
8487,83988.783166996,0
8488,87908.9648936079,0
8489,48210.7016056619,0
8490,-69054.5969892063,0
8491,4256.21915885797,0
8492,208809.641356095,0
8493,130882.272334458,0
8494,34865.3525311816,0
8495,51136.1914186466,0
8496,66924.7714338142,0
8497,-24355.5070764987,0
8498,-62088.4511197799,0
8499,-27767.6716884084,0
8501,-33953.5993127504,0
8502,-31109.9149252411,0
8503,0,0
8504,4359.61809396427,0
8505,-10962.7708779244,0
8506,-135435.028045183,0
8507,-120056.096224736,0
8508,-158315.907914758,0
8511,-32888.3126337732,0
8512,-10962.7708779244,0
8513,-10962.7708779244,0
8514,-108126.570102275,0
8515,-10962.7708779244,0
8516,23035.5824011806,8
8517,35990.1160822901,10
8519,-32888.3126337732,0
8520,-133237.507670857,0
8521,-101033.865525041,0
8522,-10962.7708779244,0
8523,-10962.7708779244,0
8524,-43851.0835116976,0
8525,-10962.7708779244,0
8526,-10962.7708779244,0
8527,-44816.9143305317,0
8528,-63915.2847193855,0
8529,-53539.793163258,0
8530,-21646.2546725048,0
8531,17009.1514561076,0
8532,-19308.0898806173,0
8535,0,0
8536,-32888.3126337732,0
8537,-46468.5353869292,0
8538,-64857.4946804756,0
8539,-56512.1756777827,0
8540,-42931.9529246268,0
8543,-2465.14525098203,0
8544,-55423.0152134219,0
8545,-114790.262828415,0
8546,-3510.53828683338,0
8547,-10962.7708779244,0
8548,-131147.571409637,0
8549,-172000.403128115,0
8550,-109222.029653789,0
8551,-34918.5951591759,0
8553,-11063.7655924792,0
8554,-56551.9365854286,0
8555,-55972.5758534931,0
8556,-64762.0062100107,0
8557,-46168.5264394398,0
8558,-21346.1810239133,0
8561,34626.3948295798,0
8562,13280.2138056666,0
8563,26995.6859369333,0
8564,57084.0390419442,0
8565,65983.423137759,0
8567,46764.1434479317,17
8568,22028.9406909551,0
8569,175817.929787216,0
8570,-17669.3225969909,0
8571,101407.254202468,0
8572,34536.1771149517,0
8575,-48873.6694353092,0
8576,32007.1195951779,0
8577,27423.8739966259,0
8578,-10962.7708779244,0
8579,-28525.0756930831,0
8580,-10962.7708779244,0
8581,88012.3638287142,0
8582,-10962.7708779244,0
8583,-32888.3126337732,0
8584,-3888.58022544944,0
8585,-1028.0583819856,0
8586,-10962.7708779244,0
8587,10291.6414103812,10
8588,37156.1161238821,7
8589,-32888.3126337732,0
8590,-10962.7708779244,0
8591,-29061.8865340367,0
8592,-26215.6949781415,0
8593,-10962.7708779244,0
8594,-21925.5417558488,0
8595,-172175.123577945,0
8596,-43851.0835116976,0
8597,-10962.7708779244,0
8599,-10962.7708779244,0
8600,-33120.8387051819,0
8601,-26734.2782962393,0
8603,2617.45187523153,0
8607,56938.3428878554,0
8608,108641.782025248,0
8609,54320.8910126238,0
8610,-34586.6339219339,0
8611,-27160.4455063119,0
8615,-2520.21989739899,0
8616,-96808.9534741375,0
8617,-141269.197809635,0
8618,-81901.9501946418,0
8619,12445.6526764046,13
8620,0,0
8621,0,0
8622,-61310.3810912856,0
8623,-67244.6176505876,0
8625,-34551.7745543392,0
8627,-9228.80869231597,0
8628,-89004.9908936017,0
8629,-46168.5264394398,0
8630,-46168.5264394398,0
8631,-76304.1378198706,0
8636,5070.14418108447,0
8637,16032.9150590089,0
8638,107197.919765702,0
8639,92165.1840524658,0
8640,219875.811169126,0
8641,-41064.9972605259,0
8642,-28632.0934749153,0
8645,340673.088696507,0
8646,175921.328722322,0
8647,-39594.8643528396,0
8651,-5464.43863714737,0
8654,-21556.5130438194,0
8656,-10962.7708779244,0
8657,-32888.3126337732,0
8658,-74077.8304810635,0
8659,7325.6321843825,4
8660,-19739.5998662933,0
8661,16964.2406292912,5
8662,-47371.4263222501,0
8663,-32888.3126337732,0
8664,-94207.9563112343,0
8665,-10962.7708779244,0
8666,-56956.3037323023,0
8667,-10962.7708779244,0
8668,-91978.5642082973,0
8670,-10962.7708779244,0
8671,-21925.5417558488,0
8672,-10962.7708779244,0
8673,-8369.23655913587,0
8674,-4808.73654039047,0
8675,-29351.7301714708,0
8679,-54320.8910126238,0
8680,18815.126503619,0
8681,-4808.73654039047,0
8682,-21925.5417558488,0
8683,-19308.0898806173,0
8684,100296.463022555,0
8687,-96696.4851211947,0
8688,-96808.9534741375,0
8689,-103827.491950491,0
8690,-156785.36191293,0
8691,-183264.296894151,0
8692,-1265.94374020892,0
8693,-21006.411168778,0
8694,-102725.502952125,0
8697,-18529.7661565415,0
8699,-144398.206015159,0
8702,-42836.4644541619,0
8703,-53799.2353320863,0
8704,47327.2479033108,0
8706,37958.4568148577,0
8707,17050.2504672467,0
8708,108868.522864447,0
8709,120900.676462487,0
8710,158148.607190225,0
8711,34577.8335370878,20
8712,48210.7016056619,0
8713,44057.8813819102,0
8714,-28632.0934749153,0
8718,87908.9648936079,0
8719,103.398935106292,0
8724,-10004.6085428293,0
8727,-30347.1819168047,0
8728,-175900.302974692,0
8729,-85580.3202134016,0
8730,-109577.019296813,0
8731,-10962.7708779244,0
8732,0,0
8733,-10962.7708779244,0
8734,-30148.9557251985,0
8735,-19489.4476958485,0
8736,-51703.4391373922,0
8739,-31969.1820467024,0
8740,-13154.0555430833,0
8741,-8345.31900269286,0
8742,-43851.0835116976,0
8743,-78437.7174336315,0
8746,-21925.5417558488,0
8747,-25420.7285196098,0
8748,185352.54486854,0
8749,121431.904028175,0
8750,-119343.656053786,0
8751,-66292.4403164712,0
8752,0,0
8754,-81486.7467633751,0
8760,-98229.6795757194,0
8761,-79636.1998051485,0
8762,-79056.839073213,0
8763,-18014.1190386354,0
8764,35617.8381402994,0
8765,61486.8336922897,0
8766,-31648.1415979487,0
8767,48210.7016056619,0
8768,125156.895621345,0
8769,241801.352924975,0
8770,37348.4008378757,6
8772,92165.1840524658,0
8773,11066.1698130307,0
8774,32991.7115688795,0
8775,43954.4824468039,0
8777,-39698.263287946,0
8778,-10962.7708779244,0
8782,-39698.263287946,0
8783,-18686.7664085644,0
8784,-43851.0835116976,0
8785,-10280.0578577884,0
8786,0,0
8790,0,0
8791,0,0
8793,-21925.5417558488,0
8794,-92017.9401867875,0
8795,-2191.28466515889,0
8798,0,0
8799,-67474.9465557071,0
8800,-24542.9936310804,0
8804,13775.0693763346,0
8805,28789.8965534059,0
8806,23797.9376551335,0
8807,92487.8237959732,0
8808,-36698.1768739315,0
8809,67324.9438031019,15
8810,-34724.6451642402,0
8811,55415.845469381,9
8813,156967.954883754,19
8814,-61204.2934654378,0
8816,-80794.9212690197,0
8817,-99967.7617715261,0
8818,-87846.2694297305,0
8819,97289.4937847305,0
8820,527734.717852168,0
8821,377921.019424245,0
8822,0,0
8823,-21925.5417558488,0
8824,219875.811169126,0
8825,92165.1840524658,0
8826,131863.447340412,0
8828,-17669.3225969909,0
8831,-39594.8643528396,0
8838,2091.42784784318,2
8840,0,0
8841,-29159.4512745332,0
8842,-68086.4412539374,0
8845,-46944.2059772889,0
8847,-66255.3026378473,0
8848,2617.45187523153,0
8850,6154.03433753393,0
8851,-64857.4946804756,0
8852,-31969.1820467024,0
8853,-73628.9808932411,0
